Request_Number,Request_Type,Source,Summary,Date_Complete_Received,Decision_Communicated,Name,Number_of_Pages_Released
AG-2012-00202,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on January 17, 2012. Fire Report No. F12006411.","February 3, 2012","March 5, 2012",Disclosed in Part: Partially Exempt,3
AG-2012-00203,General Records,Public,A copy of the legal opinion by the City Solicitor regarding the lease of the Boardwalk Cafe at 1681 Lakeshore Blvd. East. The tenant is Tuggs Restaurant.,"February 2, 2012","February 12, 2012",Nothing Disclosed (exemption),0
AG-2012-00204,General Records,Public,A copy of the fire prevention report for {an address}.,"February 2, 2012","February 10, 2012",Disclosed in Part: Partially Exempt,35
AG-2012-00205,General Records,Public,A copy of the Public Health inspection  reports for a hot dog cart from 1999 to 2006.,"February 2, 2012","March 1, 2012",No Records Exist,0
AG-2012-00206,General Records,Public,"A copy of the building inspection notes from November 2011 onward for {an address} and the administrative party hall permit for {338 Carlton Street}, including zoning records and permits.","February 2, 2012","February 27, 2012",Disclosed in Part: Partially Exempt,22
AG-2012-00207,General Records,Business,"A copy of documents from Toronto Fire Service Communications and Operational Division and the Fire Prevention Office regarding orders, expectations, guidelines, studies, procedures, memos regarding sick time, complaints, reports, and investigations.","February 2, 2012","March 1, 2012",Disclosed in Part: Partially Exempt,247
AG-2012-00208,General Records,Business,"A copy of documents showing who completed work at The Queensway and The West Mall on or about July 12, 2010, including any documents outlining liability, notes from the damage, engineering documents, records regarding liability or insurance certificates.","February 3, 2012","March 2, 2012",Disclosed in Part: No Records Exist,45
AG-2012-00210,General Records,Public,A copy of health inspection report for {an address}.  The inspection was done in November 2011 relating to mold problem.,"February 2, 2012","March 1, 2012",Disclosed in Part: Partially Exempt,33
AG-2012-00211,General Records,Public,"A copy of building file for {an address}.  The permit numbers are 77279, 10272 and 351434.","February 3, 2012","March 1, 2012",Disclosed in Part: Partially Exempt,12
AG-2012-00212,General Records,Public,A copy of the noise assessment that was submitted to the CIty for Bloke & 4th located at {an address}.  The noise assessment should have been submittted with the application for the entertainment license.,"February 6, 2012","February 12, 2012",All Disclosed,5
AG-2012-00213,General Records,Public,"A copy of the annual Tobacco Control Manager Report, located within the Tobacco Inspection System under the SFAO from 2001 to present. Records to include data for all SFAO inspection activities.","February 6, 2012","March 2, 2012",Disclosed in Part: No Records Exist,11
AG-2012-00214,General Records,Public,A copy of the building permit for {an address}.,"February 6, 2012","February 28, 2012",Disclosed in Part: Partially Exempt,25
AG-2012-00215,General Records,Public,"A copy of the records relating to the storm drain issues at {an address}. The overloading of the storm drain resulted in a flood on August 9, 21 and September 5, 2011.","February 7, 2012","February 24, 2012",Disclosed in Part: Partially Exempt,50
AG-2012-00217,General Records,Public,"A copy of the fire report for {an address}, including any documents showing the cause of fire.","February 16, 2012","March 14, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-00220,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on January 30, 2012. Fire Report No. F12011496.","February 6, 2012","March 7, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-00221,General Records,Public,"A copy of the fire report for {an address}. The incident occurred on January 10, 2010.","February 6, 2012","March 7, 2012",Disclosed in Part: Partially Exempt,13
AG-2012-00222,General Records,Business,"A copy of the fire report from December 17, 2011. Fire Report No. F11159741.","February 7, 2012","March 7, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-00223,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on January 21, 2012.","February 7, 2012","March 7, 2012",Disclosed in Part: Partially Exempt,13
AG-2012-00224,General Records,Public,A copy of any violations for {an address} for the past 15 years including any investigation and charges records.  Property had been known to have grow op activities in the past.,"February 7, 2012","March 5, 2012",Disclosed in Part: Partially Exempt,73
AG-2012-00225,General Records,Public,"A copy of the building files and inspections for {an address} including file no. 09-163616 BLD PLB and 09-196881 BLD PCP, HVA.","February 8, 2012","February 28, 2012",Disclosed in Part: Partially Exempt,33
AG-2012-00226,General Records,Public,"A copy of the records pertaining to heat issues at {an address} on January 25, 2010. The file no. 11-106330.","February 7, 2012","March 7, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-00227,General Records,Public,"A copy of the internet browsing history of Mayor Ford and Councillor Doug Ford, obtained from the server if possible, including all web programs (i.e. Internet Explorer, Google, Chrome, Mozilla Fire Fox, etc.) since January 1, 2010.","February 8, 2012","February 23, 2012",No Records Exist,0
AG-2012-00228,General Records,Public,"A copy of all emails between {an address} and addresses with the domain ""sunmedia.ca"" from January 1, 2011 to November 29, 2011.  ","February 8, 2012","March 26, 2012",Disclosed in Part: Partially Exempt,172
AG-2012-00230,General Records,Public,"A list of the number of employees for each department and a breakdown of full-time, part-time, and seasonal staff. Also a breakdown of the number of injuries and types of injuries in each department and how long the individuals were off the job.","February 8, 2012","March 2, 2012",All Disclosed,3
AG-2012-00231,General Records,Public,A copy of all meeting minutes and paper and electronic correspondence with respect to ML&S file no. 49194.,"February 8, 2012","March 23, 2012",Nothing Disclosed (excluded),0
AG-2012-00231,General Records,Public,A copy of all meeting minutes and paper and electronic correspondence with respect to ML&S file no. 49194.,"February 8, 2012","March 23, 2012",Nothing Disclosed (excluded),0
AG-2012-00232,General Records,Business,A copy of any maintenance or inspections records relating to the tree at {an address}.,"February 8, 2012","March 9, 2012",Disclosed in Part: Partially Exempt,8
AG-2012-00233,General Records,Business,"A copy of the fire report for {an address}, Etobicoke. The incident occurred on March 16, 2010. Fire Report No. F10029061.","February 8, 2012","March 9, 2012",Disclosed in Part: Partially Exempt,10
AG-2012-00234,General Records,Public,"A copy of the fire report for {an address}. The incident occurred on August 13, 2008.","February 8, 2012","March 7, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-00235,General Records,Business,A copy of all records relating to water and sewer main repair at {an address} from January 2008 to present.,"February 9, 2012","February 29, 2012",Disclosed in Part: Partially Exempt,30
AG-2012-00236,General Records,Public,A copy of the Realty Tax payments from 2009 to 2012 for {an address} including penalties.,"February 9, 2012","March 7, 2012",All Disclosed,13
AG-2012-00238,General Records,Business,"A copy of building permits, building history, zoning studies for {an address} and the site north of this property for the past 25 years.","February 9, 2012","February 29, 2012",Disclosed in Part: Partially Exempt,40
AG-2012-00239,General Records,Business,"A copy of all building responses, violation records, orders to comply, work permits, demolition permits for {an address}, North York, from 2005 to present.","February 9, 2012","March 2, 2012",Disclosed in Part: Partially Exempt,101
AG-2012-00240,General Records,Public,"A copy of any documents relating to the complaint made about a canopy at {an address} in 2011, including the complaint record.","February 10, 2012","March 9, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-00241,General Records,Public,A copy of the public health report for {an address} with respect to solvent fumes. File No. 101271.,"February 7, 2012","February 29, 2012",All Disclosed,13
AG-2012-00246,General Records,Public,A copy of the Public Health inspection report regarding mould at {an address}.,"February 10, 2012","March 14, 2012",Disclosed in Part: Partially Exempt,8
AG-2012-00247,General Records,Association,A copy of all regular maintenance and repair cost records for each wading pool and splash pad in Toronto for the past 10 years. Also records showing which wading pools or splash pads were closed because of poor repair over the past 10 years.,"February 13, 2012","March 5, 2012",Disclosed in Part: Partially Exempt,42
